Academic_Year,State_Code,State_Name,District_Code,District_Name,Block_Code,Udise_Block_Name,School_Category_Id,School_Category_Name,School_Management_Id,School_Management_Name,Location,School_Type_Id,School_Type,Total_Number_of_Schools,Building,Complete_Medical_Checkup,Computer_Available,Functional_Drinking_Water,Drinking_Water,Functional_Electricity,Functional_Boy_Toilet,Functional_Girl_Toilet,Functional_Toilet_Facility,Functional_Toilet_and_Urinal,Functional_Urinal,Functional_Urinal_Boy,Functional_Urinal_Girl,Handwash,Separate_Room_for_Headmaster,Incinerator,Internet,Kitchen_Garden,Land_Available,Librarian,Library_or_Reading_Corner_or_Book_Bank,Medical_Checkup,Newspaper,Playground,Rain_Water_Harvesting,Ramps,Solar_Panel,Furniture,Water_Purifier,Water_Tested
2016-17,9,Uttar Pradesh,944,KAUSHAMBI,94408,KADA,8,SS (IX-X),5,Private Unaided (Recognized),Rural,1,Boys,2,2,0,2,1,1,2,2,2,2,0,0,0,0,2,2,0,1,0,2,0,0,0,0,2,0,0,0,2,0,0
2016-17,9,Uttar Pradesh,944,KAUSHAMBI,94408,KADA,8,SS (IX-X),5,Private Unaided (Recognized),Rural,2,Girls,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
2016-17,9,Uttar Pradesh,944,KAUSHAMBI,94408,KADA,8,SS (IX-X),1,Department of Education,Rural,3,Co-Ed,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2016-17,9,Uttar Pradesh,944,KAUSHAMBI,94408,KADA,8,SS (IX-X),5,Private Unaided (Recognized),Rural,3,Co-Ed,63,63,0,54,56,56,52,63,63,63,0,0,0,0,63,62,0,44,0,62,8,25,3,9,61,17,6,0,63,0,0
2016-17,9,Uttar Pradesh,944,KAUSHAMBI,94408,KADA,8,SS (IX-X),5,Private Unaided (Recognized),Urban,3,Co-Ed,2,2,0,2,2,2,2,2,2,2,0,0,0,0,2,1,0,2,0,1,1,1,0,2,2,0,1,0,2,0,0
2016-17,9,Uttar Pradesh,944,KAUSHAMBI,94408,KADA,7,SS (VI-X),5,Private Unaided (Recognized),Urban,2,Girls,1,1,0,0,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-17,9,Uttar Pradesh,944,KAUSHAMBI,94408,KADA,7,SS (VI-X),5,Private Unaided (Recognized),Rural,3,Co-Ed,7,7,0,5,7,7,6,7,7,7,0,0,0,0,7,6,0,6,0,6,3,5,0,2,6,1,0,0,7,0,0
2016-17,9,Uttar Pradesh,944,KAUSHAMBI,94408,KADA,2,UPS (I-VIII),4,Government Aided,Rural,3,Co-Ed,2,2,0,0,2,2,2,2,2,2,0,0,0,0,2,2,0,0,0,2,0,0,1,2,2,0,0,0,2,0,0
2016-17,9,Uttar Pradesh,944,KAUSHAMBI,94408,KADA,2,UPS (I-VIII),5,Private Unaided (Recognized),Rural,3,Co-Ed,3,3,0,0,3,3,2,3,3,3,0,0,0,0,3,2,0,0,1,2,0,2,1,2,2,0,1,0,2,0,0
2016-17,9,Uttar Pradesh,944,KAUSHAMBI,94408,KADA,2,UPS (I-VIII),97,Madarsa recognized (by Wakf board/Madarsa Board) ,Rural,3,Co-Ed,2,2,0,0,2,2,1,2,2,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0
2016-17,9,Uttar Pradesh,944,KAUSHAMBI,94408,KADA,2,UPS (I-VIII),98,Madarsa unrecognized,Rural,3,Co-Ed,2,2,0,1,2,2,2,2,2,2,0,0,0,0,2,2,0,0,0,2,0,1,1,2,2,0,1,0,2,0,0
2016-17,9,Uttar Pradesh,944,KAUSHAMBI,94408,KADA,4,UPS (VI-VIII),1,Department of Education,Rural,2,Girls,1,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0
2016-17,9,Uttar Pradesh,944,KAUSHAMBI,94408,KADA,4,UPS (VI-VIII),5,Private Unaided (Recognized),Rural,2,Girls,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0
2016-17,9,Uttar Pradesh,944,KAUSHAMBI,94408,KADA,4,UPS (VI-VIII),1,Department of Education,Rural,3,Co-Ed,70,70,0,10,44,46,27,70,70,70,0,0,0,0,65,70,0,0,52,16,0,65,8,2,69,0,69,0,57,0,0
2016-17,9,Uttar Pradesh,944,KAUSHAMBI,94408,KADA,4,UPS (VI-VIII),4,Government Aided,Rural,3,Co-Ed,4,4,0,1,3,3,3,4,4,4,0,0,0,0,4,3,0,0,1,1,0,2,2,1,2,0,1,0,2,0,0
2016-17,9,Uttar Pradesh,944,KAUSHAMBI,94408,KADA,4,UPS (VI-VIII),5,Private Unaided (Recognized),Rural,3,Co-Ed,25,25,0,2,21,23,7,25,25,25,0,0,0,0,24,21,0,0,2,7,2,9,3,6,13,1,9,0,14,0,0
2016-17,9,Uttar Pradesh,944,KAUSHAMBI,94408,KADA,4,UPS (VI-VIII),1,Department of Education,Urban,3,Co-Ed,1,1,0,0,1,1,0,1,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0
2016-17,9,Uttar Pradesh,944,KAUSHAMBI,94408,KADA,4,UPS (VI-VIII),5,Private Unaided (Recognized),Urban,3,Co-Ed,2,2,0,2,2,2,2,2,2,2,0,0,0,0,2,2,0,0,0,2,0,2,0,2,1,0,2,0,2,0,0
